state_id,reading_date,wind_energy_mwh,solar_energy_mwh,other_renewable_mwh,total_renewable_mwh
3,2025-02-17,11.96,55.89,12.39,80.24
3,2025-02-18,8.45,52.53,12.26,73.24
3,2025-02-19,6.94,49.79,0.0,56.73
3,2025-02-20,9.47,47.81,11.8,69.08
3,2025-02-21,12.29,48.06,13.76,74.11
3,2025-02-22,9.2,48.33,12.96,70.49
3,2025-02-23,13.99,48.57,11.34,73.9
3,2025-02-24,24.09,49.69,12.67,86.45
3,2025-02-25,32.77,50.92,10.59,94.28
3,2025-02-26,38.32,54.56,10.78,103.66
3,2025-02-27,29.21,52.88,10.86,92.95
3,2025-02-28,27.18,53.07,11.43,91.68
3,2025-03-01,23.7,54.76,10.42,88.88
3,2025-03-02,17.18,54.06,9.61,80.85
3,2025-03-03,12.2,51.35,10.32,73.87
3,2025-03-04,13.8,45.08,8.93,67.81
3,2025-03-05,15.28,49.57,8.75,73.6
3,2025-03-06,12.77,55.91,9.07,77.75
3,2025-03-07,12.08,54.54,9.35,75.97
3,2025-03-08,7.5,51.64,8.17,67.31
3,2025-03-09,13.1,49.3,8.63,71.03
3,2025-03-10,33.67,53.31,11.1,98.08
3,2025-03-11,43.11,52.4,8.51,104.02
3,2025-03-12,21.84,53.74,9.03,84.61
3,2025-03-13,14.15,51.83,0.0,65.98
3,2025-03-14,12.19,53.72,9.02,74.93
3,2025-03-15,15.87,52.2,9.28,77.35
3,2025-03-16,13.92,52.66,8.02,74.6
3,2025-03-17,11.93,49.21,8.17,69.31
3,2025-03-18,11.14,50.68,0.0,61.82
3,2025-03-19,14.64,47.67,9.36,71.67
3,2025-03-20,14.93,49.52,8.49,72.94
3,2025-03-21,12.14,50.91,8.66,71.71
3,2025-03-22,14.33,49.09,8.39,71.81
3,2025-03-23,14.32,44.71,7.93,66.96
3,2025-03-24,12.12,50.43,8.68,71.23
3,2025-03-25,13.82,46.03,8.42,68.27
3,2025-03-26,13.48,48.43,8.24,70.15
3,2025-03-27,12.14,46.43,8.34,66.91
3,2025-03-28,14.96,46.41,6.48,67.85
3,2025-03-29,13.12,45.3,6.93,65.35
3,2025-03-30,13.51,47.76,6.58,67.85
3,2025-03-31,14.34,44.22,6.64,65.2
4,2025-02-01,20.67,130.0,0.32,150.99
4,2025-02-02,30.67,159.83,0.45,190.95
4,2025-02-03,33.84,145.31,0.87,180.02
4,2025-02-04,3.9,161.98,0.66,166.54
4,2025-02-05,4.03,164.62,0.51,169.16
4,2025-02-06,17.19,169.33,0.69,187.21
4,2025-02-07,20.16,158.61,0.7,179.47
4,2025-02-08,13.91,158.51,0.48,172.9
4,2025-02-09,5.8,161.2,0.51,167.51
4,2025-02-10,5.13,142.18,0.67,147.98
4,2025-02-11,11.67,162.75,0.52,174.94
4,2025-02-12,6.62,159.91,0.47,167.0
4,2025-02-13,3.13,164.67,0.68,168.48
4,2025-02-14,6.67,157.24,0.78,164.69
4,2025-02-15,26.55,167.86,0.67,195.08
4,2025-02-16,17.43,145.16,0.21,162.8
4,2025-02-17,11.22,162.8,0.35,174.37
4,2025-02-18,16.54,155.44,0.68,172.66
4,2025-02-19,22.01,117.62,0.53,140.16
4,2025-02-20,11.79,172.53,0.53,184.85
4,2025-02-21,31.96,164.49,0.68,197.13
4,2025-02-22,21.55,173.08,0.5,195.13
4,2025-02-23,11.16,178.39,0.34,189.89
4,2025-02-24,15.89,166.5,0.57,182.96
4,2025-02-25,14.5,106.08,0.53,121.11
4,2025-02-26,19.86,122.14,0.8,142.8
4,2025-02-27,13.72,76.28,0.68,90.68
4,2025-02-28,31.99,130.8,0.69,163.48
4,2025-03-01,17.6,162.16,1.18,180.94
4,2025-03-02,23.07,180.62,1.21,204.9
4,2025-03-03,44.47,174.25,1.24,219.96
4,2025-03-04,41.72,190.26,1.52,233.5
4,2025-03-05,18.02,195.82,1.2,215.04
4,2025-03-06,6.04,190.24,1.24,197.52
4,2025-03-07,8.78,184.47,1.0,194.25
4,2025-03-08,7.6,181.62,1.28,190.5
4,2025-03-09,5.92,178.97,1.23,186.12
4,2025-03-10,5.85,172.01,1.52,179.38
4,2025-03-11,14.82,157.37,1.6,173.79
4,2025-03-12,5.81,165.48,1.48,172.77
4,2025-03-13,7.47,171.02,1.53,180.02
4,2025-03-14,15.29,156.27,1.09,172.65
4,2025-03-15,28.9,180.75,1.52,211.17
4,2025-03-16,22.69,168.94,1.6,193.23
4,2025-03-17,4.07,191.73,1.71,197.51
4,2025-03-18,7.81,192.76,1.58,202.15
4,2025-03-19,10.38,191.47,1.27,203.12
4,2025-03-20,15.41,164.21,1.77,181.39
4,2025-03-21,18.18,185.32,2.03,205.53
4,2025-03-22,3.46,192.18,1.64,197.28
4,2025-03-23,5.43,184.64,1.6,191.67
4,2025-03-24,17.72,190.12,1.66,209.5
4,2025-03-25,28.85,188.82,1.05,218.72
4,2025-03-26,61.28,182.91,1.06,245.25
4,2025-03-27,46.05,192.75,0.6,239.4
4,2025-03-28,22.64,201.97,1.41,226.02
4,2025-03-29,22.68,180.73,1.64,205.05
4,2025-03-30,2.58,196.95,1.49,201.02
4,2025-03-31,6.4,194.8,1.38,202.58
5,2025-02-01,17.8,39.08,0.0,56.88
5,2025-02-02,20.38,43.77,0.0,64.15
5,2025-02-03,14.59,43.94,0.0,58.53
5,2025-02-04,20.98,48.66,0.0,69.64
5,2025-02-05,27.4,43.9,0.0,71.3
5,2025-02-06,32.87,42.49,0.0,75.36
5,2025-02-07,32.09,46.65,0.0,78.74
5,2025-02-08,44.14,46.2,0.0,90.34
5,2025-02-09,48.38,43.51,0.0,91.89
5,2025-02-10,28.49,42.2,0.0,70.69
5,2025-02-11,21.35,51.17,0.0,72.52
5,2025-02-12,19.65,44.31,0.0,63.96
5,2025-02-13,18.37,50.33,0.0,68.7
5,2025-02-14,10.47,50.97,0.0,61.44
5,2025-02-15,17.06,50.4,0.0,67.46
5,2025-02-16,26.6,50.81,0.0,77.41
5,2025-02-17,25.66,48.94,0.0,74.6
5,2025-02-18,16.21,48.98,0.0,65.19
5,2025-02-19,10.81,48.3,0.0,59.11
5,2025-02-20,13.04,48.37,0.0,61.41
5,2025-02-21,17.93,49.16,0.0,67.09
5,2025-02-22,14.01,47.64,0.0,61.65
5,2025-02-23,20.73,48.82,0.0,69.55
5,2025-02-24,42.97,46.88,0.0,89.85
5,2025-02-25,43.46,36.39,0.0,79.85
5,2025-02-26,55.35,35.6,0.0,90.95
5,2025-02-27,59.72,43.72,0.0,103.44
5,2025-02-28,41.5,33.25,0.0,74.75
5,2025-03-01,44.16,32.07,0.0,76.23
5,2025-03-02,19.9,34.47,0.0,54.37
5,2025-03-03,8.08,36.43,0.0,44.51
5,2025-03-04,14.12,46.12,0.0,60.24
5,2025-03-05,9.05,49.02,0.0,58.07
5,2025-03-06,8.48,47.91,0.0,56.39
5,2025-03-07,9.2,47.46,0.0,56.66
5,2025-03-08,8.74,43.74,0.0,52.48
5,2025-03-09,23.01,49.63,0.0,72.64
5,2025-03-10,43.18,46.15,0.0,89.33
5,2025-03-11,37.57,11.99,0.0,49.56
5,2025-03-12,13.09,22.92,0.0,36.01
5,2025-03-13,11.12,48.62,0.0,59.74
5,2025-03-14,10.38,48.12,0.0,58.5
5,2025-03-15,9.67,46.84,0.0,56.51
5,2025-03-16,7.0,36.99,0.0,43.99
5,2025-03-17,6.48,42.4,0.0,48.88
5,2025-03-18,8.88,43.54,0.0,52.42
5,2025-03-19,12.46,42.22,0.0,54.68
5,2025-03-20,20.09,49.17,0.0,69.26
5,2025-03-21,12.68,39.16,0.0,51.84
5,2025-03-22,9.72,32.43,0.0,42.15
5,2025-03-23,11.02,43.31,0.0,54.33
5,2025-03-24,12.83,45.91,0.0,58.74
5,2025-03-25,11.21,48.03,0.0,59.24
5,2025-03-26,10.58,47.43,0.0,58.01
5,2025-03-27,10.11,45.2,0.0,55.31
5,2025-03-28,11.5,44.62,0.0,56.12
5,2025-03-29,12.58,51.72,0.0,64.3
5,2025-03-30,9.68,50.99,0.0,60.67
5,2025-03-31,8.58,44.65,0.0,53.23
6,2025-02-01,0.0,0.0,0.58,0.58
6,2025-02-02,0.0,0.0,0.57,0.57
6,2025-02-03,0.0,0.0,0.57,0.57
6,2025-02-04,0.0,0.0,0.53,0.53
6,2025-02-05,0.0,0.0,0.57,0.57
6,2025-02-06,0.0,0.0,0.58,0.58
6,2025-02-07,0.0,0.0,0.59,0.59
6,2025-02-08,0.0,0.0,0.54,0.54
6,2025-02-09,0.0,0.0,0.6,0.6
6,2025-02-10,0.0,0.0,0.57,0.57
6,2025-02-11,0.0,0.0,0.54,0.54
6,2025-02-12,0.0,0.0,0.47,0.47
6,2025-02-13,0.0,0.0,0.54,0.54
6,2025-02-14,0.0,0.0,0.59,0.59
6,2025-02-15,0.0,0.0,0.58,0.58
6,2025-02-16,0.0,0.0,0.6,0.6
6,2025-02-17,0.0,0.0,0.6,0.6
6,2025-02-18,0.0,0.0,0.6,0.6
6,2025-02-19,0.0,0.0,0.87,0.87
6,2025-02-20,0.0,0.0,0.76,0.76
6,2025-02-21,0.0,0.0,1.13,1.13
6,2025-02-22,0.0,0.0,0.99,0.99
6,2025-02-23,0.0,0.0,0.62,0.62
6,2025-02-24,0.0,0.0,1.1,1.1
6,2025-02-25,0.0,0.0,1.06,1.06
6,2025-02-26,0.0,0.0,1.08,1.08
6,2025-02-27,0.0,0.0,1.05,1.05
6,2025-02-28,0.0,0.0,0.12,0.12
6,2025-03-01,0.0,0.0,1.12,1.12
6,2025-03-02,0.0,0.0,1.08,1.08
6,2025-03-03,0.0,0.0,1.08,1.08
6,2025-03-04,0.0,0.0,1.15,1.15
6,2025-03-05,0.0,0.0,1.13,1.13
6,2025-03-06,0.0,0.0,1.21,1.21
6,2025-03-07,0.0,0.0,1.19,1.19
6,2025-03-08,0.0,0.0,1.15,1.15
6,2025-03-09,0.0,0.0,1.06,1.06
6,2025-03-10,0.0,0.0,1.09,1.09
6,2025-03-11,0.0,0.0,1.05,1.05
6,2025-03-12,0.0,0.0,1.1,1.1
6,2025-03-13,0.0,0.0,1.18,1.18
6,2025-03-14,0.0,0.0,1.08,1.08
6,2025-03-15,0.0,0.0,1.09,1.09
6,2025-03-16,0.0,0.0,1.02,1.02
6,2025-03-17,0.0,0.0,1.07,1.07
6,2025-03-18,0.0,0.0,1.13,1.13
6,2025-03-19,0.0,0.0,1.12,1.12
6,2025-03-20,0.0,0.0,0.91,0.91
6,2025-03-21,0.0,0.0,0.91,0.91
6,2025-03-22,0.0,1.98,0.38,2.36
6,2025-03-23,0.0,0.0,1.09,1.09
6,2025-03-24,0.0,0.0,1.21,1.21
6,2025-03-25,0.0,0.0,1.21,1.21
6,2025-03-26,0.0,0.0,1.21,1.21
6,2025-03-27,0.0,0.0,1.19,1.19
6,2025-03-28,0.0,0.0,1.2,1.2
6,2025-03-29,0.0,0.0,1.17,1.17
6,2025-03-30,0.0,0.0,1.15,1.15
6,2025-03-31,0.0,0.0,1.08,1.08
